review_id,text,score,entities,sentiment
262248,"when i first tried the cookie, i wasn't expecting it to be so crispy. i didn't like it until after a few bites. they definetly took care of my sweet tooth! i would recommend these to any one with food...",4,{},positive
560888,"my dogs love the beggin' strips, which is a special treat for them. normally don't buy this item because of the expense, but your price was so reasonable....",5,{},positive
171315,"i like to provide variety for the cats, however, i like to stick with single protein sources. so in addition to wellness canned cat food for adult cats, chicken formula (pack of 12 12.5 ounce cans), i...",5,{'ORG': ['kitties.i']},positive
67808,"these are the best potato chips i've ever tasted. it's easy to go through half of a bag without stopping. the texture/crunchiness is just perfect, as is the salt and vinegar combination. i don't know ...",5,{},positive
527697,"these are 12.99 plus tax at petco. they work wonderfully for giving dogs pills. i like to break them in half, then mold it around a large capsule for my pug. they work better than cheese, banana, wet ...",5,{},neutral
522275,"we use this product on a daily basis in all our recipes. it works very wellas replacement for regular table salt, it's great in tomato sauces and greaton salads. we love it....",5,{},positive
421011,"i recently tried the five pack wabash ""real theater popcorn."" when cooking, there is a very off smelling aroma emanating from my popper.so? i tried paragon popcorn oil in place of the wabash product a...",1,{'ORG': ['paragon']},neutral
331974,"and that is the problem. i order these by the case of 12 - and when they are good, which is over half the time they are the best kettle chip, the best! and then i get a case of the worse - the potatos...",1,{},positive
261571,"i bought this same brand at a local health food store. for 1 oz. it cost $7.99. so, when i bought this, at 4 oz. it made economic sense....",4,{},neutral
559240,"so far, i have thoroughly enjoyed all of the teas in the ""zinger"" series. i like celestial seasonings in general. of course, the tea bags have no strings and that is something of an annoyance, but oth...",4,{},positive
77357,"this markers are great, they smoothly write in fondant, gum paste and even chocolate! they arrived on time and the only reason why they did not get the 5 stars is because they need to be cleaned often...",4,{},positive
354986,"oh, this is some good cat food!have you ever opened a can of friskies and gagged at the awful smell? how can your cat eat that?this cat food smells pretty good, and it simply looks and smells like goo...",5,{},positive
277522,popchip 100 calorie bags are a great snack that help me to control my portions. i don't trust myself with the full sized bag! these taste great and have a decent amount in the bags- there enough to sa...,5,{},positive
517153,when agave first came on the scene i thought it sounded great. but after a lot more research i don't think it's the wonder sweetener that many people think it is. it is very high in (processed) fructo...,3,{'BRAND': ['amazon']},neutral
350445,"these marvelous cookies remind me of ones that my mother used to make. i could never duplicate them, even with her recipe and directions. she called them ""moravian"" cookies. i hope they will continue ...",5,{},negative
217871,have enjoyed many cups of this flavorful tea which was first given to me by a friend. i have continued to order it on a regular basis....,5,{},neutral
543867,"it may do everything the company claims this product will do, but i just couldn't get past the flavor. with ""a few drops"", it tastes like watered down kool-aid. if you go ahead and put in more to give...",2,{},neutral
323081,"my first bigelow tea was plantation mint. i absolutely love it and it was the tea that got the rest of my family drinking less soda and more tea. green tea has many benefits, everybody pretty much kno...",5,{},positive
349105,my mom's friend gave this to me after i tried hers and loved it. i absolutely love this coffee! the flavor and roast are incredible! i just can't say enough about how much i like it... i just hope i c...,5,{},positive
326596,"my title says it all. plus, the price per cup has not been equaled anywhere that i've checked....",5,{},neutral
32551,"this is my new favorite herbal tea. it has awesome flavor. by adding a couple drops of stevia sweetener, this makes a great ""treat"" to sooth my sweet-tooth without negatively impacting a diet....",5,{},positive
327158,"although this product arrived quickly and well-packaged, it was not the best tasting marzipan that i have ever had. to be fair, however, it was not the worst i've had either. my main complaint is that...",3,{},neutral
210748,"i have small dogs (8 and 10 lbs), so these are perfect! i use these in conjunction with the small biodegradable bin liners that i keep in a small garbage can in the back yard so all of this ""organic m...",5,{},negative
52962,"my dogs love them, however tendency is to give too many, as they beg for them. they recommend 2 per day and i find that hard to stick to....",5,{},positive
479964,this has little flavor but great crunch so you mix with other cereals to give a big nutritional/fiber boost. we have 2 gluten-free family members and this is a great way to get fiber....,5,{},positive
405735,i got this and wanted to try it out and the price was right! wow - the taste is sub-par and does taste like something you would find at a gas station dispenser!when i was reading the nutrition facts i...,2,{},neutral
5301,"since republic of tea discontinued their bing cherry vanilla tea, i was looking for a replacement. the flavor of this tea is very different from republics - it's better. the smell is very rich, like t...",5,{},positive
131324,i originally bought a couple of these from babies-r-us for my 16month old daughter to have as a snack when we went to sea world. i figured it was healthy and something she can hold onto and feed herse...,5,{'BRAND': ['amazon']},neutral
540450,"this candy was shipped from diabetic friendly and was advertised as sugar free. i bought this for my diabetic uncle as a present, and it ended up having tons of sugar. ridiculous....",1,{},neutral
16765,"this drink is refreshing, but a little too sweet for me. i found that others in my household enjoyed it more than i did, so it might be more fair to give it a four star....",3,{},neutral
214080,"oredered some, the ones i got were past date and stale, some packages were open. so not gonna buy food from here again...",1,{},neutral
40749,"i pondered buying this product for days because of mixed reviews, many concerning the size of the ginger. i feel for those people who got scraps, but in my 24-pack i received pretty uniform cubes of a...",5,{},positive
229917,"the flavor of these nuts is similar to cinnamon toast cereal, yet they are filling and healthy, containing little sugar and almost no salt. i would deduct a star for being priced too high both here an...",5,{},neutral
454107,"you know, it's been a while since i've had a nutritional shake or protein drink. when i took a fitness course in college i tried a whole bunch of different kinds... which all tasted like chalk to me. ...",5,"{'BRAND': ['amazon'], 'ORG': ['strawberry']}",positive
104447,"the crunch, the savorriness , the lovely no time this month expiration dte. i love these chips, theyre the only chips i eat without feeling like i over ate. the package came on time and with all that ...",5,{},positive
352251,"this is celestial seasonings at their best-a plump bag of fresh tasty peppermint leaf, which brews up to a clean delicious cup of tea! peppermint is one of the most enjoyable herbal teas with a natura...",5,{},neutral
124209,"i know organic has a different taste, but this is bad. couldn't get even one cup down. i won't buy again....",2,{},neutral
204387,"just received my first shipment of 12 of these. felt kind of guilty ordering so many and spending $12 just on gummies, but that was the only option and the packages are not very large so they probably...",5,{'ORG': ['nevertheless!p.s']},positive
71637,"1 1/2 years ago i quit smoking, which i assume was the right thing to do. however, i soon became hooked on sour life saver gummies. now i have a new addiction to overcome. these are awesome, why don't...",5,{},neutral
261087,"toby the catboy loves these. the price is so much more reasonable than buying them in the supermarket. he has learned to come when i call even if there is no treat to be had. so, cats can be trained. ...",5,{},neutral
237548,"i have been chewing this gum for about six months, and in my opinion, it is the best sugar-free gum i have ever found. the flavor does disipate a little, but the chewing keeps going, and going, and go...",5,{},positive
116120,"this gum arrived fresh, well packed, and ready to chew. much better price than the local retailer and i won't run out for a long while. nom nom nom...",5,{},neutral
266877,"have you always liked graham crackers but felt now that you are ""grown up"" they are something you don't want to be seen eatting? back to nature golden honey oat grahams solves this problem. they have ...",5,{},positive
84853,"i've been giving my daughter gerber fruits, veggies, and meat as everyday-meals since she was 6 months old, thinking that she's got enough vitamins and prebiotics. however, she developed digestive pro...",1,{},neutral
250125,"wow. so far, two two-star reviews. one obviously had no idea what they were ordering; the other wants crispy cookies. hey, i'm sorry; but these reviews do nobody any good beyond reminding us to look b...",5,{},positive
215057,anyone who has a child that refuses veggies should try this! it's a great combo of fruit and veggies- and so easy to feed to older babies- my daughter feeds herself and no mess! it's great for on the ...,5,{},positive
1128,"even though the item says ""pack of 6,"" i only received one. i called them up to see where the other 5 were, and they said that amazon put it incorrectly. seriously?? they are issuing a refund, but sti...",1,{'BRAND': ['amazon']},neutral
489558,"i agree with some other comments about the tiger in that it is not as strong as you might think, like a midgnight magic from timothy's or green mountain. having tried many of the dark & bold blends, h...",5,{},neutral
196412,"the cocoa-coated truffles were delicious, but i had the impression they would be a bit softer than they were. their centers were hard dark chocolate. not sure why i was expecting a product different f...",4,{},neutral
94593,"i recently came across this very delicous soda at a supermarket. it is really refreshing, and is wonderful with a little shot of hendricks cucumber infused gin. however, this price is ridiculous, and ...",5,{},positive
503172,"these are great. lots of (undoubtedly artificial) cherry flavor, and not doughy like twizzlers cherry nibs. just perfect!...",5,{},neutral
276598,"i have always been quite a picky eater, and at times have trouble upholding myself to a certain eating schedule, which results in me not eating enough. while trying to change this around, i started to...",4,{'BRAND': ['amazon']},positive
429838,"my hair is thin, and most shampoos leave my hair feeling dry and stringy. the clear scalp ultra shea shampoo really cleans without drying my hair out. after rinsing my hair, it no longer feels dry and...",4,{'ORG': ['ultra shea shampoo']},positive
60689,i bought one of these bottles because i wanted to try it out first before i got alot of them. i tryed half a bottle since i didnt want to be all hiped up. the taste was horrible..it was like drinking ...,3,{},neutral
378737,"this is going to be a staple in my house from now on- good flavor, less jitters, makes a great 'anytime' coffee. decaf can be so uninspiring.i wish they would make flavored half caf....are you listeni...",5,{},positive
402767,"i had some of these terra chips for the first time a few weeks ago and was honestly surprised by how good they were! i have since tried the original, mediterranean, and sweets and beets flavors. i lik...",4,{},positive
192083,"i first had these when a chinese co-worker brought some in... first taste: think perfume-scented jell-o. odd, fragrant, unsure. second taste: a little better, but still unsure. third taste: hooked! th...",5,{},positive
122148,the xylitol quality is great and made the perfect cookie.it substitute regular sugar 1:1 and gives you the great benefits of not abusing sugar.use with confidence....,5,{},positive
374309,just got it in today an the first thing i noticed is the box cover is 3-d.has beetlejuice with a shrinkin head and when you turn it. it has barbra and her husdand on each side of beetejuice with the h...,5,{'ORG': ['beetlejuice']},positive
396107,i tried millstone coffee about 5 years ago and i've been hooked every since. the best coffee that i've ever had....,5,{},positive
352792,"my cats loved the treats and gobbled them up right away. they really enjoyed the treat, i had to hide them or one of my cats would bat them down to the floor, and try to get into them....",5,{},neutral
111504,i am so pleased with this purchase. i had bought 2 ounces of med. shredded coconut from whole foods and paid a much higher price. this coconut is not as sweet as the one from whole foods but is just a...,5,{},positive
519883,"these are quite good. i wasn't too sure about them at first, but the more i ate them the more i liked them....",4,{},positive
83209,i'm so happy to have found a high quality wet food for my miniature dachshund. our family really believes that high quality food is important for a long and healthy life; we try to avoid all fillers a...,5,{},neutral
108481,would buy these again. great quality and freshness. not too salty or oily and they are about as jumbo as you can get....,5,{},positive
17722,"buy it now, please. these are just great, with perfect flavor and texture. i keep them in the refer where they are even more refreshing. try them with different things: in salads, with crudite, with g...",5,{},positive
523366,"i grew up in southern indiana and drank big red almost everday as a teen. i have moved to new york and still enjoy the great taste. all my friends says it tastes like bubble gum, but, i think it has t...",5,{},positive
413841,"i ordered this box of potato chips a few months ago. i love the popchips, it tastes great.one thing i have problem is it's little too salty for me. anyone who has less tolerance of salt should be care...",3,{},positive
191778,the product is what i needed. works out fine receiving it one a month for the dogs. it is also great to order an extra shipment when needed....,5,{},positive
115017,i have heard this form of ginseng is best for guys but i love htis stuff too. i drink one bottle when i am feeling tired and it gives me sustained energy and no jitters plus when i take it regualry i ...,5,{},positive
218048,"i have discovered that this product has things in it that can make my dog sick!! i feed my dog to keep her healthy, was not prepared to kill her as i feed her. she is on meds and a healthy pet food no...",3,{'BRAND': ['amazon']},neutral
77093,"sure you could put it in milk and eat it like cereal, sprinkle it as a topping on ice cream or fro-yo, but it is perfect enough to snack right out of the bag. i love how sweet it is. i am not a fan of...",5,{},positive
313819,"our family eats at taco bell on the rare occasion, and i've never been a big fan of their food. their sauces on the other hand, i've always liked. and not only is it cheaper and better quality ingredi...",5,{'ORG': ['taco bell']},positive
368637,"i am surprised by the negative reviews here. i mean, instant cider (the kind you get in the packets) will never taste like real cider. this is actually better than the brands of instant cider i have f...",5,{},neutral
201064,good to the last drop. my wife drink it all in about 1-1/2 weeks(pack of 2) thats 48 k-cups. i guess it was good.i guess i will get more....,5,{},positive
567198,"i feel like straight coconut water is an acquired taste, but these peach mango ones are just delicious. they aren't too sweet and the mix of peach and mango is more of an accent than a dominant set of...",5,{'BRAND': ['amazon']},positive
136626,i remember these from when i was a kid. i have looked for them before. hope you keep making them...,5,{},neutral
78289,"before drinking samu, i would have never thought of buying coconut water. samu is so refreshing that it has made me a believer!...",5,{},neutral
351952,"yummy! these cookies are delicious, even more favorable they are organic and organic being sold at a decent price! enjoy!...",5,{},neutral
450259,"since joy, our bischon frise, started eating this food, her fur is no longer oily. she smells much better.the pieces are very small and easy for her to eat....",5,{},neutral
35515,"this is a terrific seasoning for all kinds of meat. i may even try it on fish. i have used it with beef burritos, chicken enchiladas, tacos, etc. everytime i use it, my family and friends love it and ...",5,{'ORG': ['tacos']},positive
234611,we bought this for our 5 month old lab to keep her from inhaling her dinner in 5 seconds flat. we have now purchased 2 more as gifts for other dog owners.it took our dog a day and a half to figure thi...,5,{},positive
95130,i was anticipating this product would arrive 3 weeks from date of order and it came in almost a week after i placed the order. greatly appreciated!...,5,{},neutral
486712,it came in a timely fashion & it was a good price for the quantity i received. this tea is good for occasional constipation or to help your body along when it feels irregular....,5,{},positive
446430,"personally, of all of the teas i have tried, i think yogi is just the best...if you want an intense ginger flavor, this is the tea for you. this is just one of many products i have purchased from amaz...",5,{'BRAND': ['amazon']},neutral
167752,i have two pot bellied pigs and they just love these treats. and i don't worry about giving them these snacks because they are so low in fat. you have no idea how fast pigs gain weight!...,5,{},positive
306735,"tasted great and was much less expensive that purchasing at my local grocery store. we put it in the crock pot overnight, and have fresh, hot oatmeal in the morning. yum!...",4,{},positive
292687,"as a newly adopter of a one year old, i tried certain foods with not much success. my dog loves this food, and i do too, as she eats well and healthy....",5,{},neutral
16360,we were very pleased with this product and the short time in which we received it....,5,{},neutral
149020,"update - feb 27, 2012the product worked fine for about 6 weeks. in the last two weeks we have had issues where the device wouldn't steam intermittently. everything was done exactly the same way. no us...",1,{},positive
367754,"i love, love, love this product. the other coconut oil that i bought at a local super market taste like lard....yuck. this is creamy and a coconut lovers dream. if you want good tasting food and a gre...",5,{},positive
401444,"i just had this soup as a quick lunch and it was incredible! i was actually quite surprised - not by the excellent quality, but by the bold and intense flavors. it is spicy, creamy, and savory. and it...",5,{'ORG': ['creamy coconut']},positive
419342,"i've been using freeze dried liver treats to train and reward my dogs for about 20 years. it is like dog heroin for my dogs, there is nothing they won't do for these treats. it makes training a breeze...",5,{},neutral
37659,"this is a wonderful product, we all love these at work, which is why i bought the 2 lb bag. but somewhere along the way it got overheated and all melted together in a big ball. ruined the chocolate an...",2,{},positive
232958,"i developed a real craving for some caviar a few weeks ago, after not having had any for a couple of years. i searched though google, ebay, and amazon till i found this product. it actually reminded m...",4,"{'ORG': ['google'], 'BRAND': ['amazon']}",positive
120833,i have purchased and used 3 boxes of the hazelnut cappuccino and look forward to a cup or two each day! wonderful flavor and reasonable in price....,5,{},positive
161378,i found this product living in florida and i can say that it brings out the flavor in chicken tremendously! i have not fully marinated with it. i usually rub down my chicken and then pop in the oven a...,5,{},neutral
159079,"this is a fine product. tastes great, and is organic. however the cans are very difficult to open, and often require the use of a tool because the pop-top breaks off. guessing this is due to inferior ...",4,{},neutral
314466,"this chex mix is one of my favorites. it has a great mixture of sugar caramel coated cereal, popcorn, peanuts, pretzels, and of course candy coated chocolate bits. only down side is i can't stop eatin...",5,{},positive
150063,this is delicious! it is good on its own or in hot chocolate. we even used it to make chocolate peppermint martinis! i love this stuff and cannot wait for the holidays to get more!...,5,{},positive
536873,"my large shepard/chow/collie mix is very smart and easily bored. lets just say he can disembowel a stuffed toy in seconds. anywhoo, we needed to find a toy that at least challenges him a little bit. t...",4,{'ORG': ['bee']},positive
216693,[...] i took it out of the box rinsed the package kneaded as directed and ate it straight out of the package. it was so good i will definitely continue to order and probably try the other flavors as w...,5,"{'PRODUCT': ['peanut butter'], 'ORG': ['justin']}",positive
31944,"i had been searching far and wide for canned pumpkin, but to no avail until i came across this product. until finding it on amazon, i had never heard of this brand before. after reading some of the re...",5,{'BRAND': ['amazon']},positive
482566,"if you think that salt is merely salt, listen up! this salt gives a flavor to food that youwould have never imagined. salt is a flavor enhancer, but this salt tastes like the rollsroyce of them all. i...",5,{},neutral
223427,"i'm amazed at the negative reviews here as timothy's kaluha has become one of our favorite k-cups. both my wife and i drink our coffee with cream though, so maybe if you were just to drink it black yo...",5,{},neutral
284126,i was excited to try this out but disappointed to see that it was about to expire less than a month of receiving it. this is not the first product i've had problems with expiration dates through amazo...,4,"{'BRAND': ['amazon'], 'PRODUCT': ['dog food']}",negative
275675,"this is an excellent ketchup! it is great on nearly anything, from eggs to roast beef. use some in a spaghetti for a little kick and wonderful on a meatloaf! i am going to buy more and buy some for fa...",5,{},positive
78693,salt & vinegar chips are my favorite flavor so i think i've tried every brand out there. these are by far the best. i also like them because the sodium content is not very high like some of the others...,5,{'ORG': ['salt & vinegar']},neutral
372653,"i'm really glad we got the big variety sampler because it gave us a chance to try many flavors. and they were delivered by amazon, right to our house, so that made it really easy. especially since you...",5,{'BRAND': ['amazon']},positive
22634,"this tea is vacuum packed for freshness (a foil bag inside the tin), as all sencha should be. the taste is pure, green, and luscious. [...] i would give this 5 stars, but when i bought this it was 12 ...",4,{},neutral
61043,"i was not a fan of marshmallow cookies but this one is different. the combination that works for me is the dark chocolate covering, combined with the graham cracker bottom. good stuff!!!!...",5,{},positive
242920,i didn't read the reviews thoroughly and found out too late that this product has enough sugar to give it 60 calories and 11 grams of carbohydrate in each cup. i tried one with a bit of cream and foun...,4,{'BRAND': ['amazon']},neutral
147626,"i just received a kuerig coffee maker for christmas and had already tried this brand in a friend's machine. it is a good, strong cup of coffee. k-cups functioned perfectly....",5,{},neutral
544875,these gummy snacks are wonderful! they are in nice big bags. my kids loved these and i loved them as well. full of wonderful fruity flavor and very chewy! the only problem--we couldn't stop eating the...,5,{},positive
109851,"if you like good bold coffee to get you moving, look no further. a bit smoother than green mountain's double black diamond but stronger and more complex than both nantucket blend and newman's own bold...",5,{},positive
133903,"since moving to the northwest, we wanted gifts for friends and families that reflect our new lifestyle. the trio of smoked salmon is perfect. i keep some around for visitors also. it doesn't have to b...",5,{},positive
184373,"if you are a fan of miracle noodles, you will love this added alternative to standard noodles out there. you cannot beat the amount of fiber you're getting without a ton of calories!!...",5,{},positive
513608,"this food is organic, sure. however, look at the ingredients, top 7 includes chicken meal. never feed your pet anything with chicken meal or chicken by product. it's a cheap substitute, and really is ...",2,{},negative
109588,"yes, these are healthy, but please do yourself a favor and at least buy the ones that are salted. these are dry and taste like what i would think dry leaves and acorns would...i'm just not bold enough...",3,{},neutral
268088,i like it... its my everyday snack and being cheaper on amazon makes it easier for me to order and have it one a day....,5,{'BRAND': ['amazon']},neutral
341594,this is a great tasting product for 100calories and you actually get quite a few chips in the bag. salt and vinegar are my favorites. the plain taste like munchos. will definitely buy again!...,5,{},positive
503075,"this matcha is amazing. there's a slight grassy vegetal flavor from the matcha, but it's really mostly amaretto without the alcohol burn and without all the sugar. absolutely fabulous. if you like ama...",5,{},neutral
35478,"nothing compares to these cat treats. they are real chicken, and cats absolutely love them. the jar seems expensive, but it will last a long time. these are definitely worth it for the cats in your li...",5,{'PRODUCT': ['cat treats']},positive
302311,"here is my review; i have tried many jerkys and am always looking for new ones that could be my new favorite flavor. the red hot lime and chile isn't one of them. however, their jim beam glazed beef s...",1,{},neutral
436579,i purchased this oil as i was thrilled that a local grocer actually carried it. it was a 20.00 bottle. what a waste of money. there is so little truffle flavor that you end up using way more than what...,1,{},negative
515489,"canned cat food is much healthier than dry. grain free cat food is much healthier than one with grains. my cat hates food with ""chunks"" so this nice smooth pate suits her fine. great food!...",5,{},positive
83052,"this is some of the best coffee of any kind that i've had in years. i don't write a lot of reviews, but had to give these folks credit for an excellent product. i like very strong coffee and san franc...",5,{},positive
557333,"great coffee, organic, shade grown, fair trade, and delicious--at an unbelievable price. it's a lot of coffee so i just freeze the extra. bye bye starbucks--hello to homemade....",5,{},positive
438316,"i like many flavors of tic tacs, but these are especially good. there are two colors in the pack, both with a different type of strawberry flavor. the darker pink is more of a true strawberry while th...",5,{},neutral
509660,"delicious and very effective.one of the competitors pushed one of these bars into my hand during my first figure competition last summer and i was blown away by the incredible, not your typical protei...",5,{},positive
129456,omg these raisins are the best chocolate covered raisins ever. i loved other brands until i tried these. i can never eat another chocolate covered raisin unless it is an emily's chocolate covered rais...,5,{},positive
137573,i purchased these for some friends before i found out that all the low end coffee is responsible for rainforest destruction. i only buy shade grown fair trade organic now.hope you choose to do the sam...,2,{},neutral
346698,"it is very moist, which is what i like. you can really taste the spices too, which i love. it is very good for a gluten-free product....",4,{},positive
505780,"this was the packaged baby food i gave to my son, and it is his favorite. it may be a little tart, but it is cute to see his reaction each time i put a spoonful in his mouth. i like that this is organ...",5,{},neutral
102109,i ordered the wrong thing and i cannot return i was very upset i never opened any of the boxes...,2,{},negative
476745,"we stumbled on this in a nutrition website and how couldn't live without it. all the tastiness of peanutbutter and -0- [as in nada, zilch, none] fat. mixed 1/1 with water and stirred up, it acts & ser...",5,{},neutral
48218,"this is a great product. don't expect sweet sugar coconut tasting water. expect something completely different. totally revitalizes your body, especially living in the midwest this summer. every other...",5,{},positive
487444,i have been waiting a long time for a diet soda that has no bad aftertaste and no artificial sweeteners.i found it with the zevia brand of no calorie sodas . the black cherry soda is one of my favorit...,5,{},negative
28448,i held off ordering these for a while because i was concerned i might not like the taste. i've tried some of the organic green teas and found flavor can really vary between brands. six boxes seems lik...,4,{},positive
487226,the flavor of what pops is good but only half the corn pops. i know its not my poper because started using the oil and salt from these packages and different seeds....,1,{},positive
405362,my husband is particular about his coffee. this has a good flavor and he loves it. it's definitely not traditional coffee though. this is instant and is like the cappuccino you get out of the machines...,5,{},positive
427295,"once upon a time, i used cheap rice for dishes. over time, i have discovered that there are preferable products. this jasmati long grain american jasmine rice exemplifies. it is one of a series of ric...",5,{},positive
429907,simply excellent! great tasting and works. i have been using this for months with success. i highly recommend this product....,5,{},positive
452581,it's probably my bad that i didn't see 'sugar' listed as one of the ingredients. i'm happy that this product is bpa free which i don't see many rice cereal explicitly saying that. if people want to fe...,2,{},neutral
525357,"quick delivery. effective protective packaging. if allowed to ripen at their own pace (the product packaging tells you how), they are to die for. you know what i like to munch on along with savoring t...",5,{},positive
370316,"i love all these different flavors that they have come out with for blue diamond almonds. soooo goood. while this one wasn't as good as the wasabi flavor, it was still delicious....",4,{},positive
446634,"this tea tastes pretty good. as a tea lover i think it could be a little stronger, as it doesn't have a very strong flavor (though i do use my cups twice to fill a small pitcher). it is sweetened with...",4,{},positive
193315,i ordered this product expecting it to to look like the picture shown. when i received the antler it was about 4inches long and extremely thin (in width). i have bought antlers for my puppy in the pas...,1,{},neutral
368712,this is really good for what it is and fairly cheap too. i liked is so much im buying more!!does not settle like the cocoa...,4,{},positive
178331,"i love this tea and drink it all the time. the taste is very nice and i do not even have to sweeten it or use lemon, as it has an almost sweet taste all it's own. i take alot of medicine and have much...",5,{},positive
488404,recently the products i have gotten are not the same quality they once were.... the filter pads used to be stamped with a senseo water mark ... now they are not i think they are counterfeit - yes i am...,1,{},neutral
134501,we have a new puppy who has to take antibiotics twice a day for kennel cough. the puppy hates the pills and it took a lot of time and stress to get him to take them. i did an internet search and found...,5,{'BRAND': ['amazon']},neutral
166196,by far the tastiest gf pretzels i've tried. i even have to hide them from my non-celiac family members so that they don't eat them all!...,5,{},neutral
213761,i love these ! i always crave salty/ crunchy snacks.. and i want to eat them without expanding. these are great.. they fix the craving without costing me a lot of calories. in the stores by me i can o...,5,{},positive
567283,the flowers were beautiful and lasted for about 2 weeks. the individual water tubes really work for keeping them alive in shipping. very happy with this purchase....,5,{},positive
282948,a family tradition is sour cream chocolate cake cookies. my brother's birthday is the first of december and the bake-a-thon begins to fill his birthday wishes and ends with goodie bags full as christm...,5,{'BRAND': ['amazon']},neutral
265931,"i've been using this popcorn for years and it's the best on the market. no artificial butter but the real deal and if you want butter, you can melt your own. i recommend this especially if you're usin...",5,{},positive
535723,nowhere in the description does it mention anything about this coffee being flavored. i'm still not sure what flavor it is. some type of nut. i wrongly assumed that jamaican coffee would be similar to...,1,{},negative
375969,"my boy loved them..he kept on coming back for more..i just wish they had them in a larger size. my pet is a big german shephard, and these are like tiny for him, that he goes thru the bag within 3-4 d...",5,{},neutral
444058,eden black beans are delicious and healthful. eden foods beans are the best on the market because they contain no salt (add your own to taste) and they also contain kombu for digestion. they have no o...,5,{},positive
350168,i came across this soda entirely by accident when i went out with some friends to a peruvian restaurant. they didn't have much to offer for beverages and even though i normally don't drink soda i deci...,5,{'BRAND': ['amazon']},positive
343808,"if you can imagine regular oatmeal to be hamburger, then you can imagine mccann's steel cut oatmeal to be fillet mignion! yes, that's how good it is!chewy, flavorful, nutritious -- you just know you a...",5,"{'ORG': [""mccann 's""], 'PRODUCT': ['peanut butter']}",positive
342189,it is sinfully delicious and a nice way to end the day. but wait...i drink it all day! yum!...,5,{},neutral
377602,"i ordered these by mistake, thinking i got the sesame rice thins, and was surprised of my error when they arrived. i kept them, thinking that they looked healthy enough and would make a great ""differe...",1,{},positive
397864,"these are the best blueberries i have ever eaten. they are better than the ""fresh"" things you get in the grocery store. they are full, slightly chewy, and taste like high quality berries. the price is...",5,{},positive
126111,"i do like sobe lifewater. if you aren't a fan, then new flavors probably won't matter to you.i am not sure how long this one has been out, but do know that it is fairly new.we finally found it in a gr...",5,{},positive
562309,i love the lime and chili almonds from blue diamond and they are a great snack if you are on a low carb diet. in addition buying the 3-pack of 16oz bags at amazon is a great deal considering that the ...,5,{'BRAND': ['amazon']},positive
480806,smells so good i could almost eat it myself. needless to say my babies love it....,5,{},positive
531127,"not being a fan of chewy caramel, i was pleasantly surprised with this combination of hard and soft candy. i got to enjoy the crunchiness of a hard candy and the mellow sweetness of werther's original...",4,{},neutral
202375,"my dachshund is a mile long and he was having serious (literally life-threatening) plumbing problems. what went in the front wasn't coming out the back, and he was obviously in pain. my vet suggested ...",5,"{'BRAND': ['amazon'], 'PRODUCT': ['dog food']}",positive
448837,i bought these for a cute celebration of st. patrick's day for my team members. i was trying to decide between the little boxes and these and chose the cup over the box because of the convenience of j...,2,{},neutral
487092,super easy to use and makes just the right amount of popcorn for two of us. price is right and delivery was fast. (got here before the popcorn machine....;o)...,5,{},neutral
226097,"the elderflower cordial is a lovely way to enhance the flavor of hot tea, iced tea, as well as using it by itself in hot or cold water to make a pure elderflower tea. i sent some as a gift, and the re...",5,{},neutral
536073,this coffee is only mediocre in quality. i do not like a highly acidic coffee nor do i like it when the coffee outdates within 6 weeks of the order date. the only reason i am not more dissatified with...,2,{'BRAND': ['amazon']},negative
312769,i was looking for ways to add more beans (and more specifically protein with less carbs) to my diet when i found this pasta. i love it. it has the same taste and texture of any full or multi-grain org...,5,{},positive
393250,"this yummy candy, which is hard to find in our area, was delivered super-fast -- much to the delight of my child (and my inner child)....",5,{},neutral
181129,i have owned a keurig for about 2 years now and this is by far the tastiest cup of coffee i've had and i've tried lots. i love the little paper filter as opposed to the full plastic jacket of most k-c...,5,{},positive
68299,"when i saw the price of the pork rinds plus free shipping, and since i had never tried the micro rinds before i decided i would give it a try. i ordered a box of the spicy and one of the original.they...",5,{},positive
138477,this green tea is delicious. my new diet calls for green tea or coffee only. i am not a coffee drinker and usually drink ice tea. this green tea is perfect hot or cold! i use stevia and it taste perfe...,5,{},positive
348183,"after reading the review about the change of ingredients, i contacted holistic select to double check the information and they clearly state that there are no pork products in this food. the only chan...",5,"{'ORG': ['yucca schidigera extract', 'sardine & salmon meal'], 'PRODUCT': ['dog food']}",neutral
269702,"this is one of the best jasmine white teas i've tasted, and i drink a lot of tea. i've been drinking this particular jasmine for about two years now, and even if i drink it every day, i never get tire...",5,{},positive
140901,what a perfect combination - pretzles and peanut butter. it is one of the best tasting snacks i have eaten for a long time. i like the size of the bag also. crunchy and salty. i could not find anythin...,5,{'PRODUCT': ['peanut butter']},positive
47976,i agree that the flavor has changed and it does have a more um... plastic-y taste now but i still think it tastes good (although i have always liked artificial flavors...i know that's kind of weird). ...,4,{},positive
333299,"has a better, creamier flavor than the safeway lucerne and albertsons store brands.the saco doesn't dissolve quite as quickly as those two, but it does fully dissolve if you wait a few minutes or make...",5,{'BRAND': ['amazon']},neutral
38684,if you love hp sauce (you probably wouldn't be looking at buying it in bulk unless you do) this is definitely the way to go. it tastes as good as it ever did and seems to keep without deteriorating at...,5,{},positive
